ad_name,hook_frame,master_frame,close_type,specificity,pain_target,production_cue,language,evidence_hook,evidence_close,evidence_pain,confidence,notes,source,tagged_at
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_2_NA_Video_Perf_Telegu_Influencer_Anudeep_US_250326,Behavioral-Outcome,Top-Tutors,Try-Cuemath,Anonymous,"Concept-Clarity,Personalization-Gap",UGC-polished,Telugu,"Wow, I never thought the maths would be this good.",There will be a free Cuemath trial class. Try it once.,Personalized online 1-1 classes with top Indian tutors.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Abhilasha_160426,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Engagement,Concept-Clarity",UGC-polished,English,"I love a good mom hack, but this one actually changed our everyday routine.",Cuemath even offers a free trial.,He asks questions freely and gets instant feedback. Math time is no longer a struggle.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Ana_160426,Enrichment,Memorization-vs-Understanding,Free-Class,Anonymous,Topic-Algebra,UGC-polished,English,I started using Cuemath for high school prep. My tutor just doesn't give me formulas to memorize.,Do them a favor and book the free trial.,Visual simulations that make advanced algebra and geometry actually make sense.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Jayashree_160426,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Engagement,UGC-polished,English,She actually gets excited to sit at her desk for her Cuemath class.,"If you want your child to enjoy math like this, you should try it.",Her tutor really understands her learning style and keeps math fun.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Nidhi_160426,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Shubhi_160426,Behavioral-Outcome,Memorization-vs-Understanding,Free-Class,Named-child,"Confidence,Concept-Clarity",UGC-polished,English,My niece used to hate math - but now she teaches me math.,Free trial classes.,"Her tutor focuses on concept first, not speed.",High,Niece Nitya named.,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Edit_Shweta_Negi_250326,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Concept-Clarity,UGC-polished,English,He's been doing these Cuemath Classes. I love the fact that it's 1:1.,So if you want to see your... try this.,Concepts. He isn't just counting anymore.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Twitter_Edit_Heena_250326,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_250326,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_NA_Video_Perf_Telegu_Influencer_Keerthi_US_250326,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,Telugu,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Postboost_VideoJayashree_250426,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Engagement,UGC-polished,English,She actually gets excited to sit at her desk for her Cuemath class.,"If you want your child to enjoy math like this, you should try it.",Her tutor really understands her learning style and keeps math fun.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Postboost_Video_Ana_250426,Enrichment,Memorization-vs-Understanding,Free-Class,Anonymous,Topic-Algebra,UGC-polished,English,I started using Cuemath for high school prep. My tutor just doesn't give me formulas to memorize.,Do them a favor and book the free trial.,Visual simulations that make advanced algebra and geometry actually make sense.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Postboost_Video_Anudeep_250426,Behavioral-Outcome,Top-Tutors,Try-Cuemath,Anonymous,"Concept-Clarity,Personalization-Gap",UGC-polished,English,"Wow, I never thought the maths would be this good.",There will be a free Cuemath trial class. Try it once.,Personalized online 1-1 classes with top Indian tutors.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Postboost_Video_Priyanka_D_250426,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Concept-Clarity,Confidence",UGC-polished,English,"Mama, if one apple costs $3, how much would seven apples cost? $21. So easy.",If you want to try out for a free Cuemath trial class.,"His tutor goes at his pace, makes sure he really understand math and focuses on reasoning.",High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Postboost_Video_Seema_250426,Child-diagnosis,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,Group classes with 20 to 30 kids did not give her the confidence to speak up.,Cuemath is offering one free one-on-one trial class.,"They make her think, explain her reasoning, and really understand the why.",High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_2_NA_Video_Influencers_Nidhi_150426,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_2_NA_Video_Influencers_Priyanshul_150426,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_2_NA_Video_Influencers_Sayani_150426,Enrichment,1-1-Personalization,Try-Cuemath,Anonymous,"Foundation,Engagement",UGC-polished,English,She's good with numbers - but I think she has more potential.,"If you have a young kid, this approach is worth checking out.",Not memorising numbers - but understanding what numbers mean and how they work.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Abhilasha_160426,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Engagement,Concept-Clarity",UGC-polished,English,"I love a good mom hack, but this one actually changed our everyday routine.",Cuemath even offers a free trial.,He asks questions freely and gets instant feedback. Math time is no longer a struggle.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Ana_160426,Enrichment,Memorization-vs-Understanding,Free-Class,Anonymous,Topic-Algebra,UGC-polished,English,I started using Cuemath for high school prep. My tutor just doesn't give me formulas to memorize.,Do them a favor and book the free trial.,Visual simulations that make advanced algebra and geometry actually make sense.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Jayashree_160426,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Engagement,UGC-polished,English,She actually gets excited to sit at her desk for her Cuemath class.,"If you want your child to enjoy math like this, you should try it.",Her tutor really understands her learning style and keeps math fun.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Nidhi_160426,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Shubhi_160426,Behavioral-Outcome,Memorization-vs-Understanding,Free-Class,Named-child,"Confidence,Concept-Clarity",UGC-polished,English,My niece used to hate math - but now she teaches me math.,Free trial classes.,"Her tutor focuses on concept first, not speed.",High,Niece Nitya named.,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Edit_Shweta_Negi_250326,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Concept-Clarity,UGC-polished,English,He's been doing these Cuemath Classes. I love the fact that it's 1:1.,So if you want to see your... try this.,Concepts. He isn't just counting anymore.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Twitter_Edit_Heena_090426,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Twitter_Edit_Heena_110426,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Twitter_Edit_Heena_250326,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_090426,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_110426,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_250326,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Jia_US_090426,Behavioral-Outcome,1-1-Personalization,Recommendation,Anonymous,"Engagement,Foundation",UGC-polished,English,I'm glad that my daughter is finally engaged with something productive.,I can't recommend this enough.,"They're building strong math foundation, playing fun math games.",High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Jia_US_110426,Behavioral-Outcome,1-1-Personalization,Recommendation,Anonymous,"Engagement,Foundation",UGC-polished,English,I'm glad that my daughter is finally engaged with something productive.,I can't recommend this enough.,"They're building strong math foundation, playing fun math games.",High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Jia_US_250326,Behavioral-Outcome,1-1-Personalization,Recommendation,Anonymous,"Engagement,Foundation",UGC-polished,English,I'm glad that my daughter is finally engaged with something productive.,I can't recommend this enough.,"They're building strong math foundation, playing fun math games.",High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Telegu_Influencer_Anudeep_US_250326,Behavioral-Outcome,Top-Tutors,Try-Cuemath,Anonymous,"Concept-Clarity,Personalization-Gap",UGC-polished,Telugu,"Wow, I never thought the maths would be this good.",There will be a free Cuemath trial class. Try it once.,Personalized online 1-1 classes with top Indian tutors.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Telegu_Influencer_Keerthi_US_250326,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,Telugu,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_2_NA_Video_Influencers_Nidhi_150426,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_2_NA_Video_Influencers_Priyanshul_150426,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_2_NA_Video_Influencers_Sayani_150426,Enrichment,1-1-Personalization,Try-Cuemath,Anonymous,"Foundation,Engagement",UGC-polished,English,She's good with numbers - but I think she has more potential.,"If you have a young kid, this approach is worth checking out.",Not memorising numbers - but understanding what numbers mean and how they work.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_3_NA_Video_Influencers_Abhilasha_160426,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Engagement,Concept-Clarity",UGC-polished,English,"I love a good mom hack, but this one actually changed our everyday routine.",Cuemath even offers a free trial.,He asks questions freely and gets instant feedback. Math time is no longer a struggle.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_3_NA_Video_Influencers_Ana_160426,Enrichment,Memorization-vs-Understanding,Free-Class,Anonymous,Topic-Algebra,UGC-polished,English,I started using Cuemath for high school prep. My tutor just doesn't give me formulas to memorize.,Do them a favor and book the free trial.,Visual simulations that make advanced algebra and geometry actually make sense.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_3_NA_Video_Influencers_Jayashree_160426,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Engagement,UGC-polished,English,She actually gets excited to sit at her desk for her Cuemath class.,"If you want your child to enjoy math like this, you should try it.",Her tutor really understands her learning style and keeps math fun.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_3_NA_Video_Influencers_Nidhi_160426,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_3_NA_Video_Influencers_Shubhi_160426,Behavioral-Outcome,Memorization-vs-Understanding,Free-Class,Named-child,"Confidence,Concept-Clarity",UGC-polished,English,My niece used to hate math - but now she teaches me math.,Free trial classes.,"Her tutor focuses on concept first, not speed.",High,Niece Nitya named.,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Edit_Shweta_Negi_150426,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Concept-Clarity,UGC-polished,English,He's been doing these Cuemath Classes. I love the fact that it's 1:1.,So if you want to see your... try this.,Concepts. He isn't just counting anymore.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Twitter_Edit_Heena_150426,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_150426,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_NA_Video_Perf_Telegu_Influencer_Keerthi_US_150426,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,Telugu,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_Influencer_Videos_NA_Video_Keerthi_250326,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,English,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_Influencer_Videos_NA_Video_Priyanshul_250326,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_Influencer_Videos_NA_Video_Video_Shalini_Inhouse_Edit_250326,Academic-Outcome,Memorization-vs-Understanding,Try-Cuemath,Anonymous,"Confidence,Concept-Clarity",UGC-polished,English,"Mama, I got 100 on my math test.",Cuemath is definitely worth trying.,They focus on understanding concepts instead of memorizing formulas.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_Influencer_Videos_NA_Video_Video_Shweta_Negi_250326,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Concept-Clarity,UGC-polished,English,He's been doing these Cuemath Classes. I love the fact that it's 1:1.,So if you want to see your... try this.,Concepts. He isn't just counting anymore.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_Telugu_Advantage_Audience_Signup_LP_NA_Video_Telugu_Testimonial_Deepthi_260326,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,Telugu,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_Telugu_Expats_35-55_LeadGen_NA_Video_Perf_Telegu_Influencer_Anudeep_US_200426,Behavioral-Outcome,Top-Tutors,Try-Cuemath,Anonymous,"Concept-Clarity,Personalization-Gap",UGC-polished,Telugu,"Wow, I never thought the maths would be this good.",There will be a free Cuemath trial class. Try it once.,Personalized online 1-1 classes with top Indian tutors.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_Telugu_Expats_35-55_LeadGen_NA_Video_Perf_Telegu_Influencer_Keerthi_US_200426,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,Telugu,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_Telugu_Expats_NRI_Audience_Signup_LP_NA_Video_Telugu_Testimonial_Deepthi_260326,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,Telugu,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_Telugu_Language_Hard_Targeting_35-55_LeadGen_NA_Video_Perf_Telegu_Influencer_Anudeep_US_200426,Behavioral-Outcome,Top-Tutors,Try-Cuemath,Anonymous,"Concept-Clarity,Personalization-Gap",UGC-polished,Telugu,"Wow, I never thought the maths would be this good.",There will be a free Cuemath trial class. Try it once.,Personalized online 1-1 classes with top Indian tutors.,High,,v3-influencer,2026-04-30
USA_FB_Leads_Conv_Telugu_Language_Hard_Targeting_35-55_LeadGen_NA_Video_Perf_Telegu_Influencer_Keerthi_US_200426,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,Telugu,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,,v3-influencer,2026-04-30
USA_PFX_FB_Leads-Conv_NA_Int-Expats-Gujarati_LeadGen_NA_Video_Gujarati-Testimonial-Nidhi-Shah-021225,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,Gujarati,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,,v3-influencer,2026-04-30
USA_PFX_FB_Leads-Conv_NA_Int-Expats-Telugu_LeadGen_NA_Video_Testimonial-Deepthi-31s-Telugu_111125,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,Telugu,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,,v3-influencer,2026-04-30
USA_PFX_FB_Leads-Conv_NA_Int_Influencer-Postboost_ShortForm-LP_NA_Video_Priyanshul_250925,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_PFX_FB_Leads-Conv_NA_Int_Influencer-_ShortForm-LP_NA_Video_Priyanshul-2_031125,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_PFX_FB_Leads-Conv_NRI-States_Int-Languages-Telugu_LeadGen_NA_Video_Testimonial-Deepthi-31s-Telugu_111125,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,Telugu,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,,v3-influencer,2026-04-30
USA_PFX_FB_Leads_Conv_Advantage+Audience_Telugu_LeadGen_NA_Video_Testimonial-Deepthi-31s-Telugu_111125,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,Telugu,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,,v3-influencer,2026-04-30
USA_PFX_FB_Leads_Conv_Int_Influencer_Advantage_ShortForm-LP_NA_Video_Priyanshul-2_041125,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_PFX_FB_Leads_Conv_Int_Influencer_Advantage_ShortForm-LP_NA_Video_Priyanshul_041125,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
USA_PFX_FB_Leads_Conv_LAL_0-2%_Engaged_NA_Video_Priyanshul-2_060326,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.,v3-influencer,2026-04-30
