ad_name,talent,spend,TD,hook_frame,master_frame,close_type,specificity,pain_target,production_cue,language,evidence_hook,evidence_close,evidence_pain,confidence,notes
USA_FB_Leads_Conv_LAL_Enrolled_Signup_Old-LP_35-55_Influencer_NA_Video_Heena_030226,Heena,15708,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,
USA_FB_Leads_Conv_LAL_Enrolled_Signup_Old-LP_35-55_Influencer_NA_Video_Keerthi_030226,Keerthi,163831,2,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,English,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,
USA_FB_Leads_Conv_LAL_Enrolled_Signup_Old-LP_35-55_Influencer_NA_Video_Priyanshul_IG_video_290126,Priyanshul,133921,2,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_2_NA_Video_Influencers_Nidhi_150426,Nidhi,1314,0,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_2_NA_Video_Influencers_Priyanshul_150426,Priyanshul,21842,0,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_2_NA_Video_Influencers_Sayani_150426,Sayani Roy,904,0,Enrichment,1-1-Personalization,Try-Cuemath,Anonymous,"Foundation,Engagement",UGC-polished,English,She's good with numbers - but I think she has more potential.,"If you have a young kid, this approach is worth checking out.",Not memorising numbers - but understanding what numbers mean and how they work.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_2_NA_Video_Perf_Influencer_Jia_US_250326,Jia,15686,0,Behavioral-Outcome,1-1-Personalization,Recommendation,Anonymous,"Engagement,Foundation",UGC-polished,English,I'm glad that my daughter is finally engaged with something productive.,I can't recommend this enough.,"They're building strong math foundation, playing fun math games.",High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_2_NA_Video_Perf_Telegu_Influencer_Anudeep_US_250326,Anudeep,12782,0,Behavioral-Outcome,Top-Tutors,Try-Cuemath,Anonymous,"Concept-Clarity,Personalization-Gap",UGC-polished,Telugu,"Wow, I never thought the maths would be this good.",There will be a free Cuemath trial class. Try it once.,Personalized online 1-1 classes with top Indian tutors.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Abhilasha_160426,Abhilasha,3122,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Engagement,Concept-Clarity",UGC-polished,English,"I love a good mom hack, but this one actually changed our everyday routine.",Cuemath even offers a free trial.,He asks questions freely and gets instant feedback. Math time is no longer a struggle.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Ana_160426,Ana,193,0,Enrichment,Memorization-vs-Understanding,Free-Class,Anonymous,Topic-Algebra,UGC-polished,English,I started using Cuemath for high school prep. My tutor just doesn't give me formulas to memorize.,Do them a favor and book the free trial.,Visual simulations that make advanced algebra and geometry actually make sense.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Jayashree_160426,Jayashree,90511,0,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Engagement,UGC-polished,English,She actually gets excited to sit at her desk for her Cuemath class.,"If you want your child to enjoy math like this, you should try it.",Her tutor really understands her learning style and keeps math fun.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Nidhi_160426,Nidhi,11974,0,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Shubhi_160426,Subhi,869,0,Behavioral-Outcome,Memorization-vs-Understanding,Free-Class,Named-child,"Confidence,Concept-Clarity",UGC-polished,English,My niece used to hate math - but now she teaches me math.,Free trial classes.,"Her tutor focuses on concept first, not speed.",High,Niece Nitya named.
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Edit_Shweta_Negi_250326,Shweta Negi,3943,0,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Concept-Clarity,UGC-polished,English,He's been doing these Cuemath Classes. I love the fact that it's 1:1.,So if you want to see your... try this.,Concepts. He isn't just counting anymore.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Twitter_Edit_Heena_250326,Heena,131,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_250326,Deepthi,54154,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Perf_Edit_NA_Video_Perf_Telegu_Influencer_Keerthi_US_250326,Keerthi,53884,2,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,Telugu,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Postboost_VideoJayashree_250426,Jayashree,679,0,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Engagement,UGC-polished,English,She actually gets excited to sit at her desk for her Cuemath class.,"If you want your child to enjoy math like this, you should try it.",Her tutor really understands her learning style and keeps math fun.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Postboost_Video_Ana_250426,Ana,93,0,Enrichment,Memorization-vs-Understanding,Free-Class,Anonymous,Topic-Algebra,UGC-polished,English,I started using Cuemath for high school prep. My tutor just doesn't give me formulas to memorize.,Do them a favor and book the free trial.,Visual simulations that make advanced algebra and geometry actually make sense.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Postboost_Video_Anudeep_250426,Anudeep,7747,0,Behavioral-Outcome,Top-Tutors,Try-Cuemath,Anonymous,"Concept-Clarity,Personalization-Gap",UGC-polished,English,"Wow, I never thought the maths would be this good.",There will be a free Cuemath trial class. Try it once.,Personalized online 1-1 classes with top Indian tutors.,High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Postboost_Video_Priyanka_D_250426,Priyanka D,7388,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Concept-Clarity,Confidence",UGC-polished,English,"Mama, if one apple costs $3, how much would seven apples cost? $21. So easy.",If you want to try out for a free Cuemath trial class.,"His tutor goes at his pace, makes sure he really understand math and focuses on reasoning.",High,
USA_FB_Leads_Conv_PayU_LAL_New_Audience_Signup_New_BAU_NRI_LP_Influencer_Postboost_Video_Seema_250426,Seema,2147,0,Child-diagnosis,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,Group classes with 20 to 30 kids did not give her the confidence to speak up.,Cuemath is offering one free one-on-one trial class.,"They make her think, explain her reasoning, and really understand the why.",High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_2_NA_Video_Influencers_Nidhi_150426,Nidhi,18786,0,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_2_NA_Video_Influencers_Priyanshul_150426,Priyanshul,16224,0,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_2_NA_Video_Influencers_Sayani_150426,Sayani Roy,1209,0,Enrichment,1-1-Personalization,Try-Cuemath,Anonymous,"Foundation,Engagement",UGC-polished,English,She's good with numbers - but I think she has more potential.,"If you have a young kid, this approach is worth checking out.",Not memorising numbers - but understanding what numbers mean and how they work.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Abhilasha_160426,Abhilasha,22769,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Engagement,Concept-Clarity",UGC-polished,English,"I love a good mom hack, but this one actually changed our everyday routine.",Cuemath even offers a free trial.,He asks questions freely and gets instant feedback. Math time is no longer a struggle.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Ana_160426,Ana,5837,0,Enrichment,Memorization-vs-Understanding,Free-Class,Anonymous,Topic-Algebra,UGC-polished,English,I started using Cuemath for high school prep. My tutor just doesn't give me formulas to memorize.,Do them a favor and book the free trial.,Visual simulations that make advanced algebra and geometry actually make sense.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Jayashree_160426,Jayashree,9102,0,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Engagement,UGC-polished,English,She actually gets excited to sit at her desk for her Cuemath class.,"If you want your child to enjoy math like this, you should try it.",Her tutor really understands her learning style and keeps math fun.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Nidhi_160426,Nidhi,9282,0,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_3_NA_Video_Influencers_Shubhi_160426,Subhi,731,0,Behavioral-Outcome,Memorization-vs-Understanding,Free-Class,Named-child,"Confidence,Concept-Clarity",UGC-polished,English,My niece used to hate math - but now she teaches me math.,Free trial classes.,"Her tutor focuses on concept first, not speed.",High,Niece Nitya named.
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Edit_Shweta_Negi_250326,Shweta Negi,35339,1,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Concept-Clarity,UGC-polished,English,He's been doing these Cuemath Classes. I love the fact that it's 1:1.,So if you want to see your... try this.,Concepts. He isn't just counting anymore.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Twitter_Edit_Heena_090426,Heena,512,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Twitter_Edit_Heena_110426,Heena,859,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Twitter_Edit_Heena_250326,Heena,12238,1,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_090426,Deepthi,10616,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_110426,Deepthi,8519,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_250326,Deepthi,113521,6,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Jia_US_090426,Jia,411,0,Behavioral-Outcome,1-1-Personalization,Recommendation,Anonymous,"Engagement,Foundation",UGC-polished,English,I'm glad that my daughter is finally engaged with something productive.,I can't recommend this enough.,"They're building strong math foundation, playing fun math games.",High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Jia_US_110426,Jia,636,0,Behavioral-Outcome,1-1-Personalization,Recommendation,Anonymous,"Engagement,Foundation",UGC-polished,English,I'm glad that my daughter is finally engaged with something productive.,I can't recommend this enough.,"They're building strong math foundation, playing fun math games.",High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Jia_US_250326,Jia,7232,0,Behavioral-Outcome,1-1-Personalization,Recommendation,Anonymous,"Engagement,Foundation",UGC-polished,English,I'm glad that my daughter is finally engaged with something productive.,I can't recommend this enough.,"They're building strong math foundation, playing fun math games.",High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Telegu_Influencer_Anudeep_US_250326,Anudeep,13398,0,Behavioral-Outcome,Top-Tutors,Try-Cuemath,Anonymous,"Concept-Clarity,Personalization-Gap",UGC-polished,Telugu,"Wow, I never thought the maths would be this good.",There will be a free Cuemath trial class. Try it once.,Personalized online 1-1 classes with top Indian tutors.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Perf_Telegu_Influencer_Keerthi_US_250326,Keerthi,28065,1,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,Telugu,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_2_NA_Video_Influencers_Nidhi_150426,Nidhi,16173,0,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_2_NA_Video_Influencers_Priyanshul_150426,Priyanshul,26165,0,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_2_NA_Video_Influencers_Sayani_150426,Sayani Roy,2006,0,Enrichment,1-1-Personalization,Try-Cuemath,Anonymous,"Foundation,Engagement",UGC-polished,English,She's good with numbers - but I think she has more potential.,"If you have a young kid, this approach is worth checking out.",Not memorising numbers - but understanding what numbers mean and how they work.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_3_NA_Video_Influencers_Abhilasha_160426,Abhilasha,12380,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Engagement,Concept-Clarity",UGC-polished,English,"I love a good mom hack, but this one actually changed our everyday routine.",Cuemath even offers a free trial.,He asks questions freely and gets instant feedback. Math time is no longer a struggle.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_3_NA_Video_Influencers_Ana_160426,Ana,4110,0,Enrichment,Memorization-vs-Understanding,Free-Class,Anonymous,Topic-Algebra,UGC-polished,English,I started using Cuemath for high school prep. My tutor just doesn't give me formulas to memorize.,Do them a favor and book the free trial.,Visual simulations that make advanced algebra and geometry actually make sense.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_3_NA_Video_Influencers_Jayashree_160426,Jayashree,162013,0,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Engagement,UGC-polished,English,She actually gets excited to sit at her desk for her Cuemath class.,"If you want your child to enjoy math like this, you should try it.",Her tutor really understands her learning style and keeps math fun.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_3_NA_Video_Influencers_Nidhi_160426,Nidhi,2047,0,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,English,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_3_NA_Video_Influencers_Shubhi_160426,Subhi,1373,0,Behavioral-Outcome,Memorization-vs-Understanding,Free-Class,Named-child,"Confidence,Concept-Clarity",UGC-polished,English,My niece used to hate math - but now she teaches me math.,Free trial classes.,"Her tutor focuses on concept first, not speed.",High,Niece Nitya named.
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Edit_Shweta_Negi_150426,Shweta Negi,19997,0,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Concept-Clarity,UGC-polished,English,He's been doing these Cuemath Classes. I love the fact that it's 1:1.,So if you want to see your... try this.,Concepts. He isn't just counting anymore.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_NA_Video_Influencer_Perf_Twitter_Edit_Heena_150426,Heena,689,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Named-child,"Engagement,Concept-Clarity",UGC-polished,English,The math hack every mom needs to know - it changed how my daughter sees math.,Book a trial class.,We started with Cuemath for Aashna. They offer a personalized learning plan.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_NA_Video_Perf_Influencer_Deepthi_US_150426,Deepthi,12206,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,English,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_PLA_Influencer_Perf_Edit_NA_Video_Perf_Telegu_Influencer_Keerthi_US_150426,Keerthi,109048,1,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,Telugu,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_Influencer_Videos_NA_Video_Keerthi_250326,Keerthi,28561,0,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,English,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_Influencer_Videos_NA_Video_Priyanshul_250326,Priyanshul,62036,1,Cultural,1-1-Personalization,Free-Class,Named-child,Concept-Clarity,UGC-polished,Mixed,Chicago ka weather abhi kaafi unpredictable chal raha hai.,I'll share the free trial class link with you.,They focus on building concepts rather than rote learning.,High,Hinglish NRI dad-of-Govind frame.
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_Influencer_Videos_NA_Video_Video_Shalini_Inhouse_Edit_250326,Shalini,14252,0,Academic-Outcome,Memorization-vs-Understanding,Try-Cuemath,Anonymous,"Confidence,Concept-Clarity",UGC-polished,English,"Mama, I got 100 on my math test.",Cuemath is definitely worth trying.,They focus on understanding concepts instead of memorizing formulas.,High,
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_Influencer_Videos_NA_Video_Video_Shweta_Negi_250326,Shweta Negi,24445,1,Behavioral-Outcome,1-1-Personalization,Try-Cuemath,Anonymous,Concept-Clarity,UGC-polished,English,He's been doing these Cuemath Classes. I love the fact that it's 1:1.,So if you want to see your... try this.,Concepts. He isn't just counting anymore.,High,
USA_FB_Leads_Conv_Telugu_Advantage_Audience_Signup_LP_NA_Video_Telugu_Testimonial_Deepthi_260326,Deepthi,4657,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,Telugu,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,
USA_FB_Leads_Conv_Telugu_Expats_35-55_LeadGen_NA_Video_Perf_Telegu_Influencer_Anudeep_US_200426,Anudeep,8812,0,Behavioral-Outcome,Top-Tutors,Try-Cuemath,Anonymous,"Concept-Clarity,Personalization-Gap",UGC-polished,Telugu,"Wow, I never thought the maths would be this good.",There will be a free Cuemath trial class. Try it once.,Personalized online 1-1 classes with top Indian tutors.,High,
USA_FB_Leads_Conv_Telugu_Expats_35-55_LeadGen_NA_Video_Perf_Telegu_Influencer_Keerthi_US_200426,Keerthi,106681,0,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,Telugu,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,
USA_FB_Leads_Conv_Telugu_Expats_NRI_Audience_Signup_LP_NA_Video_Telugu_Testimonial_Deepthi_260326,Deepthi,2518,0,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,Telugu,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,
USA_FB_Leads_Conv_Telugu_Language_Hard_Targeting_35-55_LeadGen_NA_Video_Perf_Telegu_Influencer_Anudeep_US_200426,Anudeep,16973,0,Behavioral-Outcome,Top-Tutors,Try-Cuemath,Anonymous,"Concept-Clarity,Personalization-Gap",UGC-polished,Telugu,"Wow, I never thought the maths would be this good.",There will be a free Cuemath trial class. Try it once.,Personalized online 1-1 classes with top Indian tutors.,High,
USA_FB_Leads_Conv_Telugu_Language_Hard_Targeting_35-55_LeadGen_NA_Video_Perf_Telegu_Influencer_Keerthi_US_200426,Keerthi,36625,0,Cultural,Cultural-Relatability,Try-Cuemath,Named-child,"Competition-Prep,Personalization-Gap",UGC-polished,Telugu,As an NRI parent we always have the tension as to where to send for tuition specially for Math.,It is definitely worth it - please give it a try.,They also train for competitive exams like Math Kangaroo and AMC 8.,High,
USA_PFX_FB_Leads-Conv_NA_Int-Expats-Gujarati_LeadGen_NA_Video_Gujarati-Testimonial-Nidhi-Shah-021225,Nidhi,12157,0,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,Gujarati,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,
USA_PFX_FB_Leads-Conv_NA_Int-Expats-Gujarati_LeadGen_NA_Video_Gujarati-Testimonial-Nidhi-Shah-021225,Nidhi,2901,0,Anxiety,Memorization-vs-Understanding,Free-Class,Anonymous,"Foundation,Confidence",UGC-polished,Gujarati,This year he will either love math or totally hate it. I wasn't ready to leave it to luck.,Book a free Cuemath trial class today.,Visual tools and logic games that turn abstract concepts into something real.,High,
USA_PFX_FB_Leads-Conv_NA_Int-Expats-Telugu_LeadGen_NA_Video_Testimonial-Deepthi-31s-Telugu_111125,Deepthi,54675,3,Behavioral-Outcome,1-1-Personalization,Free-Class,Anonymous,"Confidence,Personalization-Gap",UGC-polished,Telugu,"Look, I solved this math puzzle all by myself and got the right answer.","If you want your child to have that one-on-one attention, book a free trial.",There is no pressure to keep up with the whole class.,High,
